-2.882275	1.286674	0.232011
-2.587427	1.680031	0.076262
-2.271368	2.386824	-0.076371
-1.853194	3.002649	-0.017279
-1.185851	2.830838	-0.009737
-0.775833	2.725327	0.134370
-0.319798	2.985139	0.110096
0.289769	3.316588	-0.122366
0.839705	3.026741	-0.098332
1.351533	2.721736	0.076330
1.968337	2.394892	0.096390
2.416929	2.200313	0.065680
2.734559	1.855958	0.006801
3.086500	0.994627	-0.151639
3.200978	0.199416	-0.134215
3.306388	-0.586875	0.005186
3.111494	-0.707850	0.048256
2.974715	-1.098814	0.054487
2.800008	-1.796277	0.053397
2.479697	-2.249291	-0.177931
1.921812	-2.434805	-0.231937
1.375085	-2.916957	0.053331
0.852848	-2.956406	0.153003
0.456267	-2.904263	0.049204
-0.006931	-3.006829	-0.052519
-0.576077	-2.855889	-0.274533
-1.052515	-2.777817	-0.175499
-1.627858	-2.659397	0.202184
-2.110369	-2.382694	0.162162
-2.576452	-1.943889	0.000615
-3.107763	-1.206526	-0.042571
-3.160820	-0.665517	-0.135263
-3.206038	-0.016586	0.011355
-3.196136	0.556504	0.219801
-3.071218	1.090192	0.150644
-2.928467	1.508433	0.032501
-2.592032	1.827507	-0.068887
-2.181000	2.265926	-0.067510
-1.778188	2.974971	0.128122
-1.139453	3.090093	0.161538
-0.581265	2.867640	0.093547
-0.163007	2.977923	-0.045041
0.348543	3.113940	-0.195248
0.870194	2.981813	-0.069018
1.381413	2.810419	0.169818
1.984064	2.481802	0.123248
2.513668	2.027045	0.005653
2.863250	1.672186	-0.080807
3.104182	1.003121	-0.172734
3.313186	0.130907	-0.068541
3.321472	-0.765772	0.112720
3.017840	-1.071759	-0.011860
2.842271	-1.148112	-0.061992
2.697322	-1.621074	0.068769
2.467168	-2.308092	-0.069323
1.963752	-2.688006	-0.132697
1.321306	-2.927609	-0.050891
0.752703	-2.994784	-0.049874
0.337794	-2.941873	0.051863
-0.136589	-3.036702	0.079608
-0.655702	-2.892150	-0.123462
-1.130547	-2.582853	-0.149775
-1.690775	-2.461347	-0.046041
-2.165250	-2.300363	-0.001946
-2.535355	-2.051795	0.156397
-3.169145	-1.242426	0.117290
-3.397182	-0.358441	-0.086533
-3.261467	0.214500	-0.020042
-3.142020	0.615332	0.088294
-2.957190	1.064025	0.100919
-2.789610	1.615502	0.120488
-2.679601	2.023237	-0.004248
-2.110941	2.248197	-0.068924
-1.621427	2.796945	0.061976
-1.107817	2.978491	0.111106
-0.523152	3.058618	0.044123
0.029487	3.165082	-0.007129
0.455861	3.038917	-0.078942
1.002475	2.782563	-0.084559
1.504270	2.726912	0.068240
2.016361	2.511722	0.117245
2.599537	1.930639	0.064531
2.906738	1.542784	-0.080672
3.140023	0.869322	-0.201385
3.355088	0.097572	-0.075031
3.308318	-0.651758	0.091969
2.998172	-1.162586	0.082934
2.795887	-1.474607	0.052492
2.536654	-1.626721	-0.056492
2.343599	-2.243778	-0.213666
1.903649	-2.841508	-0.079871
1.255628	-2.924375	0.036856
0.708670	-2.893827	0.000141
0.301419	-2.947708	0.050508
-0.158682	-3.063375	-0.044046
-0.826452	-3.023062	-0.208664
-1.358876	-2.669237	-0.103752
-1.806103	-2.336458	0.121387
-2.264717	-2.080184	0.097373
-2.531174	-1.926822	0.045056
-3.009173	-1.287589	-0.013410
-3.457280	-0.200140	-0.085098
-3.340693	0.383605	0.031734
-3.219662	0.690251	0.232577
-2.985839	0.983779	0.170360
-2.682142	1.648619	-0.027329
-2.479401	2.307146	-0.105934
-2.063844	2.715019	-0.017468
-1.460059	2.667703	0.177163
-1.078443	2.844849	0.180815
-0.528253	3.004482	-0.038670
0.010934	3.286650	-0.224983
0.573224	2.983433	-0.098157
1.063272	2.784067	0.105283
1.665510	2.679492	0.131960
2.228594	2.528114	0.014191
2.692312	1.834946	-0.065245
2.848559	1.190565	-0.056744
3.042345	0.670830	-0.005240
3.340690	-0.034087	0.038039
3.328094	-0.564254	-0.034678
3.098879	-1.160650	-0.077159
2.840362	-1.682255	0.068297
2.512467	-1.851171	-0.005025
2.238570	-2.135450	-0.091272
1.773612	-2.847105	0.025683
1.067196	-3.104481	-0.075569
0.564670	-2.930634	-0.138818
0.228071	-2.802173	0.043849
-0.149237	-2.857887	0.028581
-0.756200	-3.010274	-0.087121
-1.500123	-2.810372	-0.085379
-2.005520	-2.335074	-0.083671
-2.419482	-1.925160	0.047524
-2.709953	-1.753945	0.219268
-3.001391	-1.313745	0.099753
-3.354773	-0.197834	-0.103720
-3.280900	0.644305	-0.101645
-3.079738	0.875888	0.080278
-2.984257	0.963143	0.215389
-2.768697	1.488698	0.081560
-2.435457	2.318060	-0.056788
-2.000448	2.942245	-0.062848
-1.316604	2.834506	0.010366
-0.863308	2.735907	0.182853
-0.425855	3.023446	0.071262
0.179056	3.361114	-0.196402
0.636325	3.007512	-0.106126
1.057339	2.626059	0.054300
1.666473	2.566553	0.096388
2.270200	2.487283	0.166417
2.773750	2.053371	0.040763
3.111353	1.104273	-0.168726
3.171116	0.369733	-0.086199
3.250015	-0.343131	0.023459
3.164683	-0.552799	0.001403
3.013286	-1.086561	0.073331
2.824253	-1.784269	0.057473
2.510234	-2.076872	-0.217110
2.141500	-2.195986	-0.263137
1.698815	-2.829596	-0.006028
1.068445	-3.038428	0.094832
0.504900	-3.012584	0.013783
0.047506	-3.022181	-0.044057
-0.414294	-2.794101	-0.172698
-0.860081	-2.849976	-0.154852
-1.446050	-2.751068	0.078505
-1.945751	-2.416653	0.141695
-2.482899	-1.928274	0.081296
-2.873759	-1.463633	0.058084
-3.128036	-1.043209	-0.015034
-3.336563	-0.233057	0.006853
-3.290163	0.630741	0.028303
-3.082039	1.093095	0.063715
-2.905185	1.259824	0.134397
-2.650543	1.562916	-0.005008
-2.339998	2.174263	-0.055277
-1.988224	2.920066	0.075350
-1.297848	3.001362	0.023473
-0.783932	2.808622	0.073373
-0.314180	2.913101	0.057515
0.274943	3.245991	-0.195483
0.818398	3.069314	-0.069247
1.208662	2.749488	0.183985
1.767328	2.415104	0.072370
2.301267	2.241075	0.042141
2.709314	1.958768	-0.030658
3.136310	1.186184	-0.188349
3.263345	0.359203	0.016895
3.333622	-0.604905	0.081318
3.104297	-0.781398	-0.071416
2.920222	-1.052149	-0.019619
2.753382	-1.701651	0.045534
2.481444	-2.275300	-0.070506
2.059068	-2.320597	-0.126661
1.584146	-2.812019	-0.066563
0.983178	-2.909445	-0.000471
0.516219	-2.997938	0.021125
-0.022728	-3.077676	0.013507
-0.550895	-2.932304	-0.073111
-1.007504	-2.726976	-0.157996
-1.604080	-2.665452	-0.018119
-2.019294	-2.360689	0.054200
-2.439758	-1.999157	0.024333
-2.994134	-1.274658	0.095803
-3.198562	-0.760226	0.007539
-3.331130	-0.207188	-0.078959
-3.305171	0.460516	0.073728
-3.042528	1.052003	0.101036
-2.852911	1.533872	0.070233
-2.606091	1.803543	0.061633
-2.188000	2.179578	-0.025948
-1.812157	2.897335	0.032136
-1.267623	3.007024	0.096254
-0.761089	2.877035	0.079938
-0.251132	2.994116	0.056752
0.309622	3.101870	-0.052317
0.926932	3.025863	-0.087249
1.396352	2.804694	0.051213
1.890270	2.476191	0.035797
2.401418	2.000592	0.013495
2.773576	1.730080	-0.015558
3.023079	1.101766	-0.180746
3.260815	0.304413	-0.141153
3.351474	-0.546842	0.055952
3.148901	-1.052784	0.047637
2.943601	-1.206350	-0.003685
2.681413	-1.552420	0.039563
2.424469	-2.296689	-0.083554
1.982902	-2.634922	-0.132253
1.380736	-2.819708	-0.000086
0.851608	-2.930951	0.043089
0.502492	-2.865347	0.027836
0.038370	-3.003616	0.012888
-0.619786	-3.076255	-0.138478
-1.197008	-2.700412	-0.150099
-1.728798	-2.527661	0.061576
-2.182181	-2.288517	0.081931
-2.436734	-2.026217	0.058706
-2.970839	-1.322132	0.014358
-3.290946	-0.415598	-0.144233
-3.198018	0.130547	-0.069392
-3.222161	0.519087	0.155060
-3.130610	0.864933	0.173546
-2.871458	1.553104	0.105314
-2.637822	2.059875	-0.019118
-2.137770	2.430784	-0.069105
-1.559615	2.759350	0.090581
-1.162454	3.004511	0.153530
-0.624137	2.895527	0.071308
-0.157582	3.110025	-0.045249
0.313197	2.991946	-0.130691
0.849110	2.841304	-0.041730
1.448853	2.777493	0.110213
2.070488	2.652095	0.093617
2.645804	1.991371	0.012593
2.884307	1.490544	-0.095593
3.016383	0.915915	-0.165637
3.247475	0.206096	-0.047195
3.311292	-0.545404	0.047292
3.055305	-1.142178	0.024760
2.865432	-1.412698	0.031460
2.692911	-1.587005	0.016440
2.476399	-2.086113	-0.084628
1.979576	-2.777800	-0.075740
1.235155	-3.050531	0.004927
0.634390	-2.933642	-0.038345
0.296396	-2.819090	-0.023187
